threshold,LUPP_sketch_cur,LUPP_iterative_cur,svds
0.05,0.0333140395479308,0.0461605678755627,0.03512423009259
0.05,0.0332785231938594,0.0461988371500521,0.03512423009259
0.05,0.0332292075942949,0.0458814829680128,0.03512423009259
0.05,0.0331630210404107,0.046064360103888,0.03512423009259
0.05,0.0332290185163854,0.0460072225655491,0.03512423009259
0.05,0.0333167158124831,0.0458474189462063,0.03512423009259
0.05,0.033384599617667,0.0460169934010797,0.03512423009259
0.05,0.0333795446923677,0.0459566653770334,0.03512423009259
0.05,0.0333988054911507,0.0459388522087346,0.03512423009259
0.05,0.0332707718287241,0.0458441754192205,0.03512423009259
