threshold,LUPP_sketch_cur,LUPP_iterative_cur,svds
0.005,0.169309954673066,0.00493411365816324,0.00320522596959351
0.005,0.162797962223522,0.0047308170407791,0.00320522596959351
0.005,0.163673256203092,0.00382314611804827,0.00320522596959351
0.005,0.164270026168746,0.00371828522489253,0.00320522596959351
0.005,0.167796762495325,0.00416839064925303,0.00320522596959351
0.005,0.175314802591736,0.00479734082783005,0.00320522596959351
0.005,0.167508008712982,0.0048966719945,0.00320522596959351
0.005,0.159547848857723,0.00479518278578187,0.00320522596959351
0.005,0.159734950334243,0.0050463256608377,0.00320522596959351
0.005,0.172597702737032,0.00378567319811652,0.00320522596959351
