threshold,LUPP_sketch_cur,LUPP_iterative_cur,svds
0.1,0.0879921414279056,0.0866897568437137,0.077633645878993
0.1,0.0877473515029606,0.0865634211304674,0.077633645878993
0.1,0.0884560572868492,0.0865370405789806,0.077633645878993
0.1,0.087917339205868,0.0864823503546645,0.077633645878993
0.1,0.0882883272822672,0.0865261835720918,0.077633645878993
0.1,0.0882026420996687,0.0863749826286154,0.077633645878993
0.1,0.0890072653371878,0.0864521320062866,0.077633645878993
0.1,0.0884761927283589,0.0863324289538937,0.077633645878993
0.1,0.0885021788916055,0.0864953918578167,0.077633645878993
0.1,0.088344947538364,0.0865983145220267,0.077633645878993
